LakeID	row	col	AreaRatio	s3_initi_1
98	379	68	0.004007242	379_68_J_T_Budd_Pond
98	380	53	0.002101798	380_53_J_T_Budd_Pond
98	380	54	0.010644718	380_54_J_T_Budd_Pond
98	380	55	0.000181288	380_55_J_T_Budd_Pond
98	380	57	0.006020324	380_57_J_T_Budd_Pond
98	380	58	0.00285079	380_58_J_T_Budd_Pond
98	380	64	0.001516333	380_64_J_T_Budd_Pond
98	380	65	0.00769278	380_65_J_T_Budd_Pond
98	380	66	0.00142364	380_66_J_T_Budd_Pond
98	380	67	0.01936448	380_67_J_T_Budd_Pond
98	380	68	0.001036198	380_68_J_T_Budd_Pond
98	381	53	0.002807941	381_53_J_T_Budd_Pond
98	381	54	0.017108454	381_54_J_T_Budd_Pond
98	381	55	0.00574832	381_55_J_T_Budd_Pond
98	381	56	0.000500721	381_56_J_T_Budd_Pond
98	381	57	0.014102129	381_57_J_T_Budd_Pond
98	381	58	0.003527533	381_58_J_T_Budd_Pond
98	381	61	0.000102822	381_61_J_T_Budd_Pond
98	381	62	0.012276687	381_62_J_T_Budd_Pond
98	381	63	0.012702868	381_63_J_T_Budd_Pond
98	381	64	0.01463349	381_64_J_T_Budd_Pond
98	381	65	0.00382789	381_65_J_T_Budd_Pond
98	381	66	0.004563422	381_66_J_T_Budd_Pond
98	381	67	0.017686219	381_67_J_T_Budd_Pond
98	381	68	0.001843889	381_68_J_T_Budd_Pond
98	382	51	0.001115045	382_51_J_T_Budd_Pond
98	382	52	0.006066765	382_52_J_T_Budd_Pond
98	382	53	0.017611847	382_53_J_T_Budd_Pond
98	382	54	0.020000787	382_54_J_T_Budd_Pond
98	382	55	0.018910365	382_55_J_T_Budd_Pond
98	382	56	0.019589664	382_56_J_T_Budd_Pond
98	382	57	0.02000079	382_57_J_T_Budd_Pond
98	382	58	0.012176048	382_58_J_T_Budd_Pond
98	382	60	0.004153679	382_60_J_T_Budd_Pond
98	382	61	0.010857472	382_61_J_T_Budd_Pond
98	382	62	0.020000788	382_62_J_T_Budd_Pond
98	382	63	0.02000079	382_63_J_T_Budd_Pond
98	382	64	0.019416388	382_64_J_T_Budd_Pond
98	382	65	0.013247475	382_65_J_T_Budd_Pond
98	382	66	0.015405956	382_66_J_T_Budd_Pond
98	382	67	0.019313856	382_67_J_T_Budd_Pond
98	382	68	0.017271849	382_68_J_T_Budd_Pond
98	382	69	0.010697433	382_69_J_T_Budd_Pond
98	383	50	0.001532998	383_50_J_T_Budd_Pond
98	383	51	0.015966675	383_51_J_T_Budd_Pond
98	383	52	0.018509099	383_52_J_T_Budd_Pond
98	383	53	0.018944832	383_53_J_T_Budd_Pond
98	383	54	0.008466974	383_54_J_T_Budd_Pond
98	383	55	0.017228532	383_55_J_T_Budd_Pond
98	383	56	0.01784442	383_56_J_T_Budd_Pond
98	383	57	0.017163092	383_57_J_T_Budd_Pond
98	383	58	0.013414119	383_58_J_T_Budd_Pond
98	383	59	0.010169521	383_59_J_T_Budd_Pond
98	383	60	0.013363265	383_60_J_T_Budd_Pond
98	383	61	0.018305137	383_61_J_T_Budd_Pond
98	383	62	0.01631426	383_62_J_T_Budd_Pond
98	383	63	0.008999507	383_63_J_T_Budd_Pond
98	383	64	0.014319647	383_64_J_T_Budd_Pond
98	383	65	0.016788723	383_65_J_T_Budd_Pond
98	383	66	0.01921424	383_66_J_T_Budd_Pond
98	383	67	0.018921961	383_67_J_T_Budd_Pond
98	383	68	0.010016511	383_68_J_T_Budd_Pond
98	383	69	0.018548126	383_69_J_T_Budd_Pond
98	383	70	0.018709528	383_70_J_T_Budd_Pond
98	383	71	0.017845324	383_71_J_T_Budd_Pond
98	383	72	0.016016503	383_72_J_T_Budd_Pond
98	383	73	0.013979205	383_73_J_T_Budd_Pond
98	383	74	0.001987746	383_74_J_T_Budd_Pond
98	384	50	0.003888962	384_50_J_T_Budd_Pond
98	384	51	0.009742191	384_51_J_T_Budd_Pond
98	384	52	0.010228241	384_52_J_T_Budd_Pond
98	384	53	0.00303864	384_53_J_T_Budd_Pond
98	384	54	0.003382436	384_54_J_T_Budd_Pond
98	384	55	0.003590084	384_55_J_T_Budd_Pond
98	384	56	0.006258397	384_56_J_T_Budd_Pond
98	384	57	0.006842098	384_57_J_T_Budd_Pond
98	384	58	0.015434262	384_58_J_T_Budd_Pond
98	384	59	0.015371547	384_59_J_T_Budd_Pond
98	384	60	0.018520351	384_60_J_T_Budd_Pond
98	384	61	0.005355964	384_61_J_T_Budd_Pond
98	384	62	0.005179454	384_62_J_T_Budd_Pond
98	384	63	0.001566771	384_63_J_T_Budd_Pond
98	384	65	0.003085521	384_65_J_T_Budd_Pond
98	384	66	0.001547772	384_66_J_T_Budd_Pond
98	384	67	0.002596429	384_67_J_T_Budd_Pond
98	384	69	0.006305279	384_69_J_T_Budd_Pond
98	384	70	0.004852661	384_70_J_T_Budd_Pond
98	384	71	0.006083306	384_71_J_T_Budd_Pond
98	384	72	0.006360345	384_72_J_T_Budd_Pond
98	384	73	0.010029824	384_73_J_T_Budd_Pond
98	384	74	0.016569229	384_74_J_T_Budd_Pond
98	384	75	0.004298859	384_75_J_T_Budd_Pond
98	385	57	0.000485621	385_57_J_T_Budd_Pond
98	385	59	9.65643E-05	385_59_J_T_Budd_Pond
98	385	60	0.000750013	385_60_J_T_Budd_Pond
98	385	61	7.04789E-05	385_61_J_T_Budd_Pond
98	385	63	0.000546043	385_63_J_T_Budd_Pond
98	385	74	0.003408593	385_74_J_T_Budd_Pond
98	385	75	2.80395E-07	385_75_J_T_Budd_Pond
99	360	511	0.060312081	360_511_Jerico_River
99	360	512	0.000517118	360_512_Jerico_River
99	361	511	0.424163966	361_511_Jerico_River
99	361	512	0.333189746	361_512_Jerico_River
99	362	511	0.151311457	362_511_Jerico_River
99	362	512	0.030505633	362_512_Jerico_River
100	575	382	0.022355741	575_382_Julington_Creek
100	576	381	0.077762981	576_381_Julington_Creek
100	576	382	0.298036098	576_382_Julington_Creek
100	576	383	0.170767108	576_383_Julington_Creek
100	577	382	2.7393E-06	577_382_Julington_Creek
100	577	383	0.136048809	577_383_Julington_Creek
100	577	384	0.133619029	577_384_Julington_Creek
100	577	385	0.025407834	577_385_Julington_Creek
100	578	384	0.020175949	578_384_Julington_Creek
100	578	385	0.079890669	578_385_Julington_Creek
100	579	385	0.010699875	579_385_Julington_Creek
100	579	386	0.025233165	579_386_Julington_Creek
101	210	420	0.218101205	210_420_Keas_Old_Millpond
101	211	420	0.630373863	211_420_Keas_Old_Millpond
101	212	420	0.151524932	212_420_Keas_Old_Millpond
102	577	328	0.002834012	577_328_Kingsley_Lake_at_Camp_Blanding
102	577	329	0.002503434	577_329_Kingsley_Lake_at_Camp_Blanding
102	578	327	0.026846825	578_327_Kingsley_Lake_at_Camp_Blanding
102	578	328	0.08946368	578_328_Kingsley_Lake_at_Camp_Blanding
102	578	329	0.086003613	578_329_Kingsley_Lake_at_Camp_Blanding
102	578	330	0.03006707	578_330_Kingsley_Lake_at_Camp_Blanding
102	579	327	0.067346023	579_327_Kingsley_Lake_at_Camp_Blanding
102	579	328	0.093244222	579_328_Kingsley_Lake_at_Camp_Blanding
102	579	329	0.093244218	579_329_Kingsley_Lake_at_Camp_Blanding
102	579	330	0.072247329	579_330_Kingsley_Lake_at_Camp_Blanding
102	580	327	0.054882511	580_327_Kingsley_Lake_at_Camp_Blanding
102	580	328	0.093244216	580_328_Kingsley_Lake_at_Camp_Blanding
102	580	329	0.093244217	580_329_Kingsley_Lake_at_Camp_Blanding
102	580	330	0.063146359	580_330_Kingsley_Lake_at_Camp_Blanding
102	581	327	0.006135431	581_327_Kingsley_Lake_at_Camp_Blanding
102	581	328	0.055227581	581_328_Kingsley_Lake_at_Camp_Blanding
102	581	329	0.058633503	581_329_Kingsley_Lake_at_Camp_Blanding
102	581	330	0.011685756	581_330_Kingsley_Lake_at_Camp_Blanding
103	728	288	0.006255304	728_288_Knight_North_Area_2_at_EMCA_at_Fruitland_Park
103	728	289	0.093677627	728_289_Knight_North_Area_2_at_EMCA_at_Fruitland_Park
103	729	288	0.281112592	729_288_Knight_North_Area_2_at_EMCA_at_Fruitland_Park
103	729	289	0.61724333	729_289_Knight_North_Area_2_at_EMCA_at_Fruitland_Park
103	730	289	0.001711147	730_289_Knight_North_Area_2_at_EMCA_at_Fruitland_Park
104	732	327	0.142039969	732_327_Lake_Akron
104	732	328	0.207310545	732_328_Lake_Akron
104	733	327	0.215857653	733_327_Lake_Akron
104	733	328	0.434791833	733_328_Lake_Akron
105	595	300	0.000415856	595_300_Lake_Alto
105	595	301	0.081801006	595_301_Lake_Alto
105	595	302	0.000355915	595_302_Lake_Alto
105	596	300	0.078557988	596_300_Lake_Alto
105	596	301	0.255120783	596_301_Lake_Alto
105	596	302	0.001254958	596_302_Lake_Alto
105	597	300	0.125824796	597_300_Lake_Alto
105	597	301	0.250868471	597_301_Lake_Alto
105	597	302	0.000367697	597_302_Lake_Alto
105	598	300	0.047472597	598_300_Lake_Alto
105	598	301	0.157959933	598_301_Lake_Alto
106	597	313	0.524018484	597_313_Lake_Bedford
106	597	314	0.148184884	597_314_Lake_Bedford
106	598	313	0.107927848	598_313_Lake_Bedford
106	598	314	0.219868784	598_314_Lake_Bedford
107	212	228	0.001693466	212_228_Lake_Blackshear
107	212	230	0	212_230_Lake_Blackshear
107	212	231	7.48365E-08	212_231_Lake_Blackshear
107	213	228	0.006342686	213_228_Lake_Blackshear
107	213	229	0	213_229_Lake_Blackshear
107	213	230	0.009958912	213_230_Lake_Blackshear
107	214	228	0.006429577	214_228_Lake_Blackshear
107	214	229	0.030359614	214_229_Lake_Blackshear
107	214	230	0.009021796	214_230_Lake_Blackshear
107	215	227	0.005773486	215_227_Lake_Blackshear
107	215	228	0.018289291	215_228_Lake_Blackshear
107	215	229	0.031158829	215_229_Lake_Blackshear
107	215	230	0.019349579	215_230_Lake_Blackshear
107	215	231	0.006916095	215_231_Lake_Blackshear
107	216	227	0.002701386	216_227_Lake_Blackshear
107	216	228	0.031486278	216_228_Lake_Blackshear
107	216	229	0.025562549	216_229_Lake_Blackshear
107	216	230	0.003281847	216_230_Lake_Blackshear
107	217	227	0.005306741	217_227_Lake_Blackshear
107	217	228	0.031382091	217_228_Lake_Blackshear
107	217	229	0.003852834	217_229_Lake_Blackshear
107	217	230	0.006129062	217_230_Lake_Blackshear
107	217	231	0.000105816	217_231_Lake_Blackshear
107	218	227	0.015503673	218_227_Lake_Blackshear
107	218	228	0.022810642	218_228_Lake_Blackshear
107	218	229	2.49316E-06	218_229_Lake_Blackshear
107	219	226	0.001952589	219_226_Lake_Blackshear
107	219	227	0.028316641	219_227_Lake_Blackshear
107	219	228	0.019622457	219_228_Lake_Blackshear
107	219	229	0.000427998	219_229_Lake_Blackshear
107	220	225	0.000104222	220_225_Lake_Blackshear
107	220	226	0.022083853	220_226_Lake_Blackshear
107	220	227	0.032465848	220_227_Lake_Blackshear
107	220	228	0.009703068	220_228_Lake_Blackshear
107	221	224	0.000282087	221_224_Lake_Blackshear
107	221	225	0.018199317	221_225_Lake_Blackshear
107	221	226	0.032465873	221_226_Lake_Blackshear
107	221	227	0.017270752	221_227_Lake_Blackshear
107	222	224	0.00080593	222_224_Lake_Blackshear
107	222	225	0.031353234	222_225_Lake_Blackshear
107	222	226	0.024716506	222_226_Lake_Blackshear
107	222	227	0.01495753	222_227_Lake_Blackshear
107	222	228	0.009527673	222_228_Lake_Blackshear
107	222	229	0.004296801	222_229_Lake_Blackshear
107	222	230	0.000301381	222_230_Lake_Blackshear
107	223	223	0.000744532	223_223_Lake_Blackshear
107	223	224	0.004310116	223_224_Lake_Blackshear
107	223	225	0.029224602	223_225_Lake_Blackshear
107	223	226	0.001753584	223_226_Lake_Blackshear
107	223	229	7.13224E-06	223_229_Lake_Blackshear
107	223	230	8.27409E-05	223_230_Lake_Blackshear
107	224	223	0.008554647	224_223_Lake_Blackshear
107	224	224	0.023243435	224_224_Lake_Blackshear
107	224	225	0.014941563	224_225_Lake_Blackshear
107	225	223	0.012865611	225_223_Lake_Blackshear
107	225	224	0.031064393	225_224_Lake_Blackshear
107	225	225	0.002173464	225_225_Lake_Blackshear
107	226	221	0.001110846	226_221_Lake_Blackshear
107	226	222	0.008004417	226_222_Lake_Blackshear
107	226	223	0.030867641	226_223_Lake_Blackshear
107	226	224	0.0277385	226_224_Lake_Blackshear
107	226	225	0.001294171	226_225_Lake_Blackshear
107	227	221	0.009562408	227_221_Lake_Blackshear
107	227	222	0.032354547	227_222_Lake_Blackshear
107	227	223	0.031992106	227_223_Lake_Blackshear
107	227	224	0.009722126	227_224_Lake_Blackshear
107	228	220	0.002779074	228_220_Lake_Blackshear
107	228	221	0.023306769	228_221_Lake_Blackshear
107	228	222	0.021013149	228_222_Lake_Blackshear
107	228	223	0.006397551	228_223_Lake_Blackshear
107	229	220	0.000937199	229_220_Lake_Blackshear
107	229	221	0.023047722	229_221_Lake_Blackshear
107	229	222	0.003299286	229_222_Lake_Blackshear
107	229	223	0.003452787	229_223_Lake_Blackshear
107	230	221	0.007248303	230_221_Lake_Blackshear
107	230	222	0.011039506	230_222_Lake_Blackshear
107	230	223	0.012455007	230_223_Lake_Blackshear
107	230	224	0.003204567	230_224_Lake_Blackshear
107	231	223	0.000446957	231_223_Lake_Blackshear
107	231	224	0.014369726	231_224_Lake_Blackshear
107	231	225	0.004679505	231_225_Lake_Blackshear
107	232	224	0.006185251	232_224_Lake_Blackshear
107	232	225	0.011471251	232_225_Lake_Blackshear
107	232	226	0.000781227	232_226_Lake_Blackshear
108	738	308	0.369484918	738_308_Lake_Blanchester
108	738	309	0.576531096	738_309_Lake_Blanchester
108	739	309	0.053983986	739_309_Lake_Blanchester
109	398	86	0.384219165	398_86_Lake_Bradford
109	398	87	0.178002469	398_87_Lake_Bradford
109	399	86	0.264153446	399_86_Lake_Bradford
109	399	87	0.17362492	399_87_Lake_Bradford
110	599	314	0.083526576	599_314_Lake_Brooklyn_at_Keystone_Heights
110	599	315	0.082541368	599_315_Lake_Brooklyn_at_Keystone_Heights
110	599	316	0.15978824	599_316_Lake_Brooklyn_at_Keystone_Heights
110	599	317	0.071386407	599_317_Lake_Brooklyn_at_Keystone_Heights
110	600	314	0.121090401	600_314_Lake_Brooklyn_at_Keystone_Heights
110	600	315	0.16916674	600_315_Lake_Brooklyn_at_Keystone_Heights
110	600	316	0.177246884	600_316_Lake_Brooklyn_at_Keystone_Heights
110	600	317	0.013525672	600_317_Lake_Brooklyn_at_Keystone_Heights
110	601	314	0.028732568	601_314_Lake_Brooklyn_at_Keystone_Heights
110	601	315	0.007629051	601_315_Lake_Brooklyn_at_Keystone_Heights
110	601	316	0.079118617	601_316_Lake_Brooklyn_at_Keystone_Heights
110	601	317	0.006247476	601_317_Lake_Brooklyn_at_Keystone_Heights
111	659	349	0.07148965	659_349_Lake_Broward
111	659	350	0.153228375	659_350_Lake_Broward
111	659	351	1.09073E-06	659_351_Lake_Broward
111	660	349	0.171263518	660_349_Lake_Broward
111	660	350	0.176558523	660_350_Lake_Broward
111	661	348	0.014144641	661_348_Lake_Broward
111	661	349	0.213873713	661_349_Lake_Broward
111	661	350	0.072839267	661_350_Lake_Broward
111	662	348	0.042469801	662_348_Lake_Broward
111	662	349	0.084085244	662_349_Lake_Broward
111	662	350	4.61777E-05	662_350_Lake_Broward
112	694	295	0.003167916	694_295_Lake_Bryant
112	694	296	0.052978799	694_296_Lake_Bryant
112	695	295	0.044873655	695_295_Lake_Bryant
112	695	296	0.136292269	695_296_Lake_Bryant
112	695	297	0.114528433	695_297_Lake_Bryant
112	695	298	0.03724637	695_298_Lake_Bryant
112	696	295	0.011420844	696_295_Lake_Bryant
112	696	296	0.187290722	696_296_Lake_Bryant
112	696	297	0.199369869	696_297_Lake_Bryant
112	696	298	0.093099613	696_298_Lake_Bryant
112	697	295	0.000137887	697_295_Lake_Bryant
112	697	296	0.037117437	697_296_Lake_Bryant
112	697	297	0.053259333	697_297_Lake_Bryant
112	697	298	0.029216853	697_298_Lake_Bryant
113	681	296	0.19998813	681_296_Lake_Charles_at_Cedar_Creek
113	681	297	0.171601157	681_297_Lake_Charles_at_Cedar_Creek
113	682	296	0.363867317	682_296_Lake_Charles_at_Cedar_Creek
113	682	297	0.229425838	682_297_Lake_Charles_at_Cedar_Creek
113	683	296	0.027906446	683_296_Lake_Charles_at_Cedar_Creek
113	683	297	0.007211112	683_297_Lake_Charles_at_Cedar_Creek
114	573	308	0.025515371	573_308_Lake_Crosby
114	573	309	0.09170521	573_309_Lake_Crosby
114	573	310	0.010559318	573_310_Lake_Crosby
114	574	308	0.150728448	574_308_Lake_Crosby
114	574	309	0.291267816	574_309_Lake_Crosby
114	574	310	0.134094146	574_310_Lake_Crosby
114	575	308	0.051412411	575_308_Lake_Crosby
114	575	309	0.230685801	575_309_Lake_Crosby
114	575	310	0.007249113	575_310_Lake_Crosby
114	576	309	0.006782366	576_309_Lake_Crosby
115	739	310	0.037509338	739_310_Lake_Dalhousie
115	739	311	0.001111998	739_311_Lake_Dalhousie
115	740	310	0.513268647	740_310_Lake_Dalhousie
115	740	311	0.232346663	740_311_Lake_Dalhousie
115	741	310	0.168989967	741_310_Lake_Dalhousie
115	741	311	0.046773387	741_311_Lake_Dalhousie
116	729	361	0.023358648	729_361_Lake_Daugharty_at_DeLand
116	729	362	0.137823855	729_362_Lake_Daugharty_at_DeLand
116	730	361	0.081208954	730_361_Lake_Daugharty_at_DeLand
116	730	362	0.339153081	730_362_Lake_Daugharty_at_DeLand
116	730	363	1.8091E-05	730_363_Lake_Daugharty_at_DeLand
116	731	362	0.29766475	731_362_Lake_Daugharty_at_DeLand
116	731	363	0.015542132	731_363_Lake_Daugharty_at_DeLand
116	732	362	0.105044967	732_362_Lake_Daugharty_at_DeLand
116	732	363	0.000185522	732_363_Lake_Daugharty_at_DeLand
117	730	263	0.078069079	730_263_Lake_Deaton
117	730	264	0.256183588	730_264_Lake_Deaton
117	730	265	0.108988597	730_265_Lake_Deaton
117	731	263	0.047975285	731_263_Lake_Deaton
117	731	264	0.303769217	731_264_Lake_Deaton
117	731	265	0.191606192	731_265_Lake_Deaton
117	732	264	0.005036484	732_264_Lake_Deaton
117	732	265	0.008371558	732_265_Lake_Deaton
118	662	322	0.005597397	662_322_Lake_Delancy
118	662	323	0.225141089	662_323_Lake_Delancy
118	662	324	0.100293121	662_324_Lake_Delancy
118	663	322	0.014169816	663_322_Lake_Delancy
118	663	323	0.163653676	663_323_Lake_Delancy
118	663	324	0.289854427	663_324_Lake_Delancy
118	663	325	0.037291452	663_325_Lake_Delancy
118	664	323	0.097266816	664_323_Lake_Delancy
118	664	324	0.066732205	664_324_Lake_Delancy
119	743	268	0.067603898	743_268_Lake_Denham
119	743	269	0.478772152	743_269_Lake_Denham
119	743	270	0.063591251	743_270_Lake_Denham
119	744	268	0.011762017	744_268_Lake_Denham
119	744	269	0.285297637	744_269_Lake_Denham
119	744	270	0.092973046	744_270_Lake_Denham
120	720	360	0.063822434	720_360_Lake_Dias_at_Barberville
120	720	361	0.079730041	720_361_Lake_Dias_at_Barberville
120	721	359	0.0299515	721_359_Lake_Dias_at_Barberville
120	721	360	0.201835718	721_360_Lake_Dias_at_Barberville
120	721	361	0.204539369	721_361_Lake_Dias_at_Barberville
120	721	362	0.141503045	721_362_Lake_Dias_at_Barberville
120	721	363	0.102661147	721_363_Lake_Dias_at_Barberville
120	721	364	0.004629029	721_364_Lake_Dias_at_Barberville
120	722	359	0.005676464	722_359_Lake_Dias_at_Barberville
120	722	360	0.01670664	722_360_Lake_Dias_at_Barberville
120	722	361	0.031384949	722_361_Lake_Dias_at_Barberville
120	722	362	0.093357255	722_362_Lake_Dias_at_Barberville
120	722	363	0.024202408	722_363_Lake_Dias_at_Barberville
121	699	358	0.010759354	699_358_Lake_Disston_at_Pierson
121	699	359	0.022892611	699_359_Lake_Disston_at_Pierson
121	699	360	0.030651248	699_360_Lake_Disston_at_Pierson
121	699	361	0.001072122	699_361_Lake_Disston_at_Pierson
121	700	358	0.055975446	700_358_Lake_Disston_at_Pierson
121	700	359	0.076476677	700_359_Lake_Disston_at_Pierson
121	700	360	0.07647668	700_360_Lake_Disston_at_Pierson
121	700	361	0.070821423	700_361_Lake_Disston_at_Pierson
121	700	362	0.059510379	700_362_Lake_Disston_at_Pierson
121	700	363	0.010985335	700_363_Lake_Disston_at_Pierson
121	701	357	0.005241228	701_357_Lake_Disston_at_Pierson
121	701	358	0.072318625	701_358_Lake_Disston_at_Pierson
121	701	359	0.076476677	701_359_Lake_Disston_at_Pierson
121	701	360	0.076476685	701_360_Lake_Disston_at_Pierson
121	701	361	0.076476678	701_361_Lake_Disston_at_Pierson
121	701	362	0.074999667	701_362_Lake_Disston_at_Pierson
121	701	363	0.003770587	701_363_Lake_Disston_at_Pierson
121	702	358	0.016362163	702_358_Lake_Disston_at_Pierson
121	702	359	0.072548565	702_359_Lake_Disston_at_Pierson
121	702	360	0.063655521	702_360_Lake_Disston_at_Pierson
121	702	361	0.037749323	702_361_Lake_Disston_at_Pierson
121	702	362	0.007913855	702_362_Lake_Disston_at_Pierson
121	703	359	0.00038915	703_359_Lake_Disston_at_Pierson
122	748	291	0.008697576	748_291_Lake_Dora
122	748	292	0.016445936	748_292_Lake_Dora
122	748	293	2.19621E-07	748_293_Lake_Dora
122	749	290	0.032281997	749_290_Lake_Dora
122	749	291	0.073803482	749_291_Lake_Dora
122	749	292	0.077968977	749_292_Lake_Dora
122	749	293	0.07402591	749_293_Lake_Dora
122	749	294	0.041443428	749_294_Lake_Dora
122	749	295	6.21963E-08	749_295_Lake_Dora
122	750	290	0.009931516	750_290_Lake_Dora
122	750	291	0.03159763	750_291_Lake_Dora
122	750	292	0.077862955	750_292_Lake_Dora
122	750	293	0.077968976	750_293_Lake_Dora
122	750	294	0.077968978	750_294_Lake_Dora
122	750	295	0.030255375	750_295_Lake_Dora
122	751	292	0.04226743	751_292_Lake_Dora
122	751	293	0.077968976	751_293_Lake_Dora
122	751	294	0.077968973	751_294_Lake_Dora
122	751	295	0.072961748	751_295_Lake_Dora
122	751	296	0.050911176	751_296_Lake_Dora
122	752	292	3.53137E-07	752_292_Lake_Dora
122	752	293	0.047668326	752_293_Lake_Dora
122	752	294	0	752_294_Lake_Dora
122	752	295	0	752_295_Lake_Dora
122	752	296	0	752_296_Lake_Dora
123	724	315	0.000258881	724_315_Lake_Dorr_at_Altoona
123	724	316	0.015438486	724_316_Lake_Dorr_at_Altoona
123	725	315	0.02183533	725_315_Lake_Dorr_at_Altoona
123	725	316	0.07723279	725_316_Lake_Dorr_at_Altoona
123	725	317	0.024784959	725_317_Lake_Dorr_at_Altoona
123	726	315	0.069509443	726_315_Lake_Dorr_at_Altoona
123	726	316	0.084136836	726_316_Lake_Dorr_at_Altoona
123	726	317	0.083822932	726_317_Lake_Dorr_at_Altoona
123	726	318	0.005310579	726_318_Lake_Dorr_at_Altoona
123	727	315	0.061529601	727_315_Lake_Dorr_at_Altoona
123	727	316	0.084136839	727_316_Lake_Dorr_at_Altoona
123	727	317	0.084136834	727_317_Lake_Dorr_at_Altoona
123	727	318	0.039982811	727_318_Lake_Dorr_at_Altoona
123	728	315	0.060667818	728_315_Lake_Dorr_at_Altoona
123	728	316	0.084136841	728_316_Lake_Dorr_at_Altoona
123	728	317	0.060421333	728_317_Lake_Dorr_at_Altoona
123	728	318	0.022786551	728_318_Lake_Dorr_at_Altoona
123	729	315	0.023764874	729_315_Lake_Dorr_at_Altoona
123	729	316	0.071596135	729_316_Lake_Dorr_at_Altoona
123	729	317	0.023899821	729_317_Lake_Dorr_at_Altoona
123	730	316	0.00056776	730_316_Lake_Dorr_at_Altoona
123	730	317	4.25465E-05	730_317_Lake_Dorr_at_Altoona
124	679	303	0.064742996	679_303_Lake_Eaton
124	680	302	0.441103883	680_302_Lake_Eaton
124	680	303	0.376166167	680_303_Lake_Eaton
124	681	302	0.073607476	681_302_Lake_Eaton
124	681	303	0.044379479	681_303_Lake_Eaton
125	742	308	0.220929666	742_308_Lake_Eldorado
125	742	309	0.67626538	742_309_Lake_Eldorado
125	743	308	0.006463492	743_308_Lake_Eldorado
125	743	309	0.096341462	743_309_Lake_Eldorado
126	726	304	0.027570293	726_304_Lake_Ella_at_Umatilla
126	727	303	0.005518543	727_303_Lake_Ella_at_Umatilla
126	727	304	0.178287037	727_304_Lake_Ella_at_Umatilla
126	727	305	0.010572693	727_305_Lake_Ella_at_Umatilla
126	728	302	0.075483375	728_302_Lake_Ella_at_Umatilla
126	728	303	0.247994984	728_303_Lake_Ella_at_Umatilla
126	728	304	0.227181104	728_304_Lake_Ella_at_Umatilla
126	728	305	0.037074402	728_305_Lake_Ella_at_Umatilla
126	729	302	0.011963072	729_302_Lake_Ella_at_Umatilla
126	729	303	0.155041484	729_303_Lake_Ella_at_Umatilla
126	729	304	0.023313013	729_304_Lake_Ella_at_Umatilla
127	433	61	0.050091559	433_61_Lake_Ellen
127	433	62	0.406021975	433_62_Lake_Ellen
127	434	61	0.31941146	434_61_Lake_Ellen
127	434	62	0.224475007	434_62_Lake_Ellen
128	708	345	0.048135821	708_345_Lake_Emporia_at_Pierson
128	708	346	0.029723138	708_346_Lake_Emporia_at_Pierson
128	709	345	0.889864349	709_345_Lake_Emporia_at_Pierson
128	709	346	0.032276691	709_346_Lake_Emporia_at_Pierson
129	738	294	0.003501516	738_294_Lake_Eustis_at_Eustis
129	738	295	0.005136093	738_295_Lake_Eustis_at_Eustis
129	738	296	0.00040852	738_296_Lake_Eustis_at_Eustis
129	739	292	0.000895366	739_292_Lake_Eustis_at_Eustis
129	739	293	0.007296751	739_293_Lake_Eustis_at_Eustis
129	739	294	0.01602865	739_294_Lake_Eustis_at_Eustis
129	739	295	0.018797309	739_295_Lake_Eustis_at_Eustis
129	739	296	0.017487454	739_296_Lake_Eustis_at_Eustis
129	739	297	0.01056284	739_297_Lake_Eustis_at_Eustis
129	739	298	0.003195527	739_298_Lake_Eustis_at_Eustis
129	740	291	4.01968E-08	740_291_Lake_Eustis_at_Eustis
129	740	292	0.014483533	740_292_Lake_Eustis_at_Eustis
129	740	293	0.018797309	740_293_Lake_Eustis_at_Eustis
129	740	294	0.01879731	740_294_Lake_Eustis_at_Eustis
129	740	295	0.018797309	740_295_Lake_Eustis_at_Eustis
129	740	296	0.018797308	740_296_Lake_Eustis_at_Eustis
129	740	297	0.018797308	740_297_Lake_Eustis_at_Eustis
129	740	298	0.018791643	740_298_Lake_Eustis_at_Eustis
129	740	299	0.012533658	740_299_Lake_Eustis_at_Eustis
129	740	300	0.000114591	740_300_Lake_Eustis_at_Eustis
129	741	291	3.15413E-05	741_291_Lake_Eustis_at_Eustis
129	741	292	0.01715917	741_292_Lake_Eustis_at_Eustis
129	741	293	0.018797309	741_293_Lake_Eustis_at_Eustis
129	741	294	0.018797308	741_294_Lake_Eustis_at_Eustis
129	741	295	0.018797308	741_295_Lake_Eustis_at_Eustis
129	741	296	0.018797309	741_296_Lake_Eustis_at_Eustis
129	741	297	0.018797309	741_297_Lake_Eustis_at_Eustis
129	741	298	0.01879731	741_298_Lake_Eustis_at_Eustis
129	741	299	0.018797308	741_299_Lake_Eustis_at_Eustis
129	741	300	0.00998073	741_300_Lake_Eustis_at_Eustis
129	742	291	0.006880994	742_291_Lake_Eustis_at_Eustis
129	742	292	0.018797308	742_292_Lake_Eustis_at_Eustis
129	742	293	0.018797308	742_293_Lake_Eustis_at_Eustis
129	742	294	0.018797309	742_294_Lake_Eustis_at_Eustis
129	742	295	0.018797311	742_295_Lake_Eustis_at_Eustis
129	742	296	0.01879731	742_296_Lake_Eustis_at_Eustis
