LakeID	row	col	AreaRatio	s3_initi_1
73	748	301	0.043315221	748_301_East_Crooked_Lake
73	748	302	0.259585165	748_302_East_Crooked_Lake
74	664	347	0.433679888	664_347_Echo_Lake_at_Pomona_Park
74	664	348	0.332776613	664_348_Echo_Lake_at_Pomona_Park
74	665	347	0.191030627	665_347_Echo_Lake_at_Pomona_Park
74	665	348	0.042512872	665_348_Echo_Lake_at_Pomona_Park
75	675	351	0.859024929	675_351_English_Lake_at_Crescent_City
75	675	352	0.140975071	675_352_English_Lake_at_Crescent_City
76	671	343	0.38470082	671_343_Estella_Lake_at_Crescent_City
76	672	342	0.24230347	672_342_Estella_Lake_at_Crescent_City
76	672	343	0.372995709	672_343_Estella_Lake_at_Crescent_City
77	573	220	0.062741653	573_220_Fourmile_Lake
77	574	220	0.801158591	574_220_Fourmile_Lake
77	574	221	0.067534078	574_221_Fourmile_Lake
77	575	220	0.068304477	575_220_Fourmile_Lake
77	575	221	0.000261201	575_221_Fourmile_Lake
78	730	273	0.865443301	730_273_Fruitland_Park_Lake
78	730	274	0.134556699	730_274_Fruitland_Park_Lake
79	608	336	0.039134093	608_336_Georges_Lake_at_Florahome
79	608	337	0.002791597	608_337_Georges_Lake_at_Florahome
79	609	335	0.052825634	609_335_Georges_Lake_at_Florahome
79	609	336	0.187366872	609_336_Georges_Lake_at_Florahome
79	609	337	0.046516647	609_337_Georges_Lake_at_Florahome
79	610	335	0.136803469	610_335_Georges_Lake_at_Florahome
79	610	336	0.188587145	610_336_Georges_Lake_at_Florahome
79	610	337	0.076690673	610_337_Georges_Lake_at_Florahome
79	611	335	0.086675699	611_335_Georges_Lake_at_Florahome
79	611	336	0.153111186	611_336_Georges_Lake_at_Florahome
79	611	337	0.029478321	611_337_Georges_Lake_at_Florahome
79	612	336	1.86639E-05	612_336_Georges_Lake_at_Florahome
80	250	183	0.016875155	250_183_Georgia_Power_Company_Reservoir
80	250	184	0.039322111	250_184_Georgia_Power_Company_Reservoir
80	250	185	0.052353883	250_185_Georgia_Power_Company_Reservoir
80	250	186	3.71717E-07	250_186_Georgia_Power_Company_Reservoir
80	251	184	0.084729244	251_184_Georgia_Power_Company_Reservoir
80	251	185	0.043184245	251_185_Georgia_Power_Company_Reservoir
80	251	186	0.15457491	251_186_Georgia_Power_Company_Reservoir
80	251	187	0.12423318	251_187_Georgia_Power_Company_Reservoir
80	251	188	0.065939157	251_188_Georgia_Power_Company_Reservoir
80	251	189	0.060849417	251_189_Georgia_Power_Company_Reservoir
80	252	186	0.068377237	252_186_Georgia_Power_Company_Reservoir
80	252	187	0.079899631	252_187_Georgia_Power_Company_Reservoir
80	252	188	0.089800221	252_188_Georgia_Power_Company_Reservoir
80	252	189	1.011E-06	252_189_Georgia_Power_Company_Reservoir
80	252	196	0.015006975	252_196_Georgia_Power_Company_Reservoir
80	252	197	0.007814439	252_197_Georgia_Power_Company_Reservoir
80	253	193	0.007605173	253_193_Georgia_Power_Company_Reservoir
80	253	194	0.019306279	253_194_Georgia_Power_Company_Reservoir
80	253	195	0.024589119	253_195_Georgia_Power_Company_Reservoir
80	253	196	0.009745769	253_196_Georgia_Power_Company_Reservoir
80	254	192	0.022923308	254_192_Georgia_Power_Company_Reservoir
80	254	193	0.012869165	254_193_Georgia_Power_Company_Reservoir
81	633	307	1	633_307_Gillis_Pond
82	615	315	0.23109431	615_315_Goose_Lake
82	615	316	0.024442834	615_316_Goose_Lake
82	616	315	0.3072365	616_315_Goose_Lake
82	616	316	0.4371254	616_316_Goose_Lake
82	616	317	0.000100956	616_317_Goose_Lake
83	686	390	0.764439855	686_390_Gore_Lake_at_Bunnell
83	686	391	0.000490967	686_391_Gore_Lake_at_Bunnell
83	687	390	0.235069178	687_390_Gore_Lake_at_Bunnell
84	423	226	0.003330413	423_226_Grassy_Pond
84	423	227	0.054716601	423_227_Grassy_Pond
84	424	226	0.000522474	424_226_Grassy_Pond
84	424	227	0.618955615	424_227_Grassy_Pond
84	424	228	0.029025314	424_228_Grassy_Pond
84	425	227	0.293449583	425_227_Grassy_Pond
85	718	289	0.000191739	718_289_Griffin_Flow-way_Site_Z_at_Lisbon
85	718	290	0.000410905	718_290_Griffin_Flow-way_Site_Z_at_Lisbon
85	719	289	0.002023701	719_289_Griffin_Flow-way_Site_Z_at_Lisbon
85	719	290	1.87081E-05	719_290_Griffin_Flow-way_Site_Z_at_Lisbon
85	720	288	0.001863163	720_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	720	289	0.000672804	720_289_Griffin_Flow-way_Site_Z_at_Lisbon
85	721	288	0.002926536	721_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	722	288	0.004152248	722_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	723	288	0.006653095	723_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	724	288	0.008537289	724_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	725	285	6.21844E-05	725_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	725	286	0.004251279	725_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	725	287	0.002972514	725_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	725	288	0.008660626	725_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	726	284	0.00416846	726_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	726	285	0.012533423	726_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	726	286	0.015148508	726_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	726	287	0.005588994	726_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	726	288	0.001865751	726_288_Griffin_Flow-way_Site_Z_at_Lisbon
85	727	283	0.00366256	727_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	727	284	0.014847879	727_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	727	285	0.015250806	727_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	727	286	0.015250314	727_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	727	287	0.00206327	727_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	728	283	0.008436787	728_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	728	284	0.015250808	728_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	728	285	0.015250808	728_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	728	286	0.015250807	728_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	728	287	0.003613965	728_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	282	0.003546447	729_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	283	0.008082058	729_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	284	0.015250806	729_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	285	0.015250807	729_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	286	0.015250807	729_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	729	287	0.00263707	729_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	281	3.76234E-07	730_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	282	0.014094448	730_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	283	0.015250807	730_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	284	0.015250808	730_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	285	0.01509336	730_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	286	0.009176171	730_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	730	287	3.53825E-08	730_287_Griffin_Flow-way_Site_Z_at_Lisbon
85	731	282	0.010794759	731_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	731	283	0.015250806	731_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	731	284	0.015250807	731_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	731	285	0.009563198	731_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	731	286	0.000909486	731_286_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	277	0.000824217	732_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	278	9.77966E-05	732_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	281	0.000884676	732_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	282	0.011185733	732_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	283	0.015250806	732_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	284	0.015061542	732_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	732	285	0.002063753	732_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	276	0.000222689	733_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	277	0.009647395	733_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	278	0.008667081	733_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	281	0.012612002	733_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	282	0.015250807	733_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	283	0.015250808	733_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	733	284	0.01335609	733_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	276	0.002759789	734_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	277	0.014778424	734_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	278	0.001178956	734_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	279	0.00484742	734_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	280	0.010378073	734_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	281	0.015250538	734_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	282	0.014147271	734_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	283	0.011607856	734_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	284	0.014396761	734_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	734	285	2.14222E-07	734_285_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	276	0.003418775	735_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	277	0.015250807	735_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	278	0.0046091	735_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	279	0.014342109	735_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	280	0.015250807	735_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	281	0.015250807	735_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	282	0.015250664	735_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	283	0.007983553	735_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	735	284	3.02639E-07	735_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	276	0.002675195	736_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	277	0.015250808	736_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	278	0.007683952	736_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	279	0.015250591	736_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	280	0.015250807	736_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	281	0.015250806	736_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	282	0.015250807	736_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	283	0.015250806	736_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	736	284	0.00657905	736_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	276	0.0019096	737_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	277	0.015250806	737_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	278	0.015022628	737_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	279	0.015250808	737_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	280	0.015250808	737_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	281	0.015250807	737_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	282	0.015250807	737_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	283	0.014507302	737_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	737	284	0.003007461	737_284_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	276	2.11861E-08	738_276_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	277	0.012499747	738_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	278	0.014696464	738_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	279	0.015250807	738_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	280	0.015250807	738_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	281	0.013124134	738_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	282	0.009181257	738_282_Griffin_Flow-way_Site_Z_at_Lisbon
85	738	283	0.001119679	738_283_Griffin_Flow-way_Site_Z_at_Lisbon
85	739	277	6.56127E-08	739_277_Griffin_Flow-way_Site_Z_at_Lisbon
85	739	278	0.002650619	739_278_Griffin_Flow-way_Site_Z_at_Lisbon
85	739	279	0.008764315	739_279_Griffin_Flow-way_Site_Z_at_Lisbon
85	739	280	0.011414537	739_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	739	281	0.003460504	739_281_Griffin_Flow-way_Site_Z_at_Lisbon
85	740	280	0.000115354	740_280_Griffin_Flow-way_Site_Z_at_Lisbon
85	740	281	1.7231E-05	740_281_Griffin_Flow-way_Site_Z_at_Lisbon
86	370	302	0.033183533	370_302_Guest_Millpond
86	370	303	0.057564686	370_303_Guest_Millpond
86	371	302	0.173908936	371_302_Guest_Millpond
86	371	303	0.280096069	371_303_Guest_Millpond
86	371	304	0.034682908	371_304_Guest_Millpond
86	372	302	0.017775675	372_302_Guest_Millpond
86	372	303	0.319309363	372_303_Guest_Millpond
86	372	304	0.054833241	372_304_Guest_Millpond
86	373	303	0.028267157	373_303_Guest_Millpond
86	373	304	0.000378431	373_304_Guest_Millpond
87	695	300	0.127456348	695_300_Halfmoon_Lake_at_Lynne
87	695	301	0.009335665	695_301_Halfmoon_Lake_at_Lynne
87	695	302	0.006934396	695_302_Halfmoon_Lake_at_Lynne
87	696	300	0.253673356	696_300_Halfmoon_Lake_at_Lynne
87	696	301	0.334005803	696_301_Halfmoon_Lake_at_Lynne
87	696	302	0.129171897	696_302_Halfmoon_Lake_at_Lynne
87	697	300	0.078506475	697_300_Halfmoon_Lake_at_Lynne
87	697	301	0.06091606	697_301_Halfmoon_Lake_at_Lynne
88	265	146	0.023600181	265_146_Halls_Pond
88	265	147	0.041693933	265_147_Halls_Pond
88	265	148	0.341052416	265_148_Halls_Pond
88	265	149	0.018502814	265_149_Halls_Pond
88	266	146	0.211099605	266_146_Halls_Pond
88	266	147	0.350400061	266_147_Halls_Pond
88	266	148	0.01365099	266_148_Halls_Pond
89	583	302	0.026611575	583_302_Hampton_Lake
89	583	303	0.095276812	583_303_Hampton_Lake
89	583	304	0.007753762	583_304_Hampton_Lake
89	584	302	0.11089907	584_302_Hampton_Lake
89	584	303	0.187491541	584_303_Hampton_Lake
89	584	304	0.044908779	584_304_Hampton_Lake
89	585	301	0.002966349	585_301_Hampton_Lake
89	585	302	0.162861197	585_302_Hampton_Lake
89	585	303	0.162926106	585_303_Hampton_Lake
89	585	304	0.007148509	585_304_Hampton_Lake
89	586	301	0.001676234	586_301_Hampton_Lake
89	586	302	0.149230774	586_302_Hampton_Lake
89	586	303	0.036813167	586_303_Hampton_Lake
89	587	302	0.003436126	587_302_Hampton_Lake
90	710	224	0.051725015	710_224_Henderson_Lake
90	710	225	0.026876401	710_225_Henderson_Lake
90	711	223	0.01363595	711_223_Henderson_Lake
90	711	224	0.146190938	711_224_Henderson_Lake
90	711	225	0.092191301	711_225_Henderson_Lake
90	711	228	0.021371124	711_228_Henderson_Lake
90	711	229	0.002895483	711_229_Henderson_Lake
90	712	224	0.053818463	712_224_Henderson_Lake
90	712	225	0.126952371	712_225_Henderson_Lake
90	712	226	0.061253008	712_226_Henderson_Lake
90	712	228	0.106504668	712_228_Henderson_Lake
90	712	229	0.055596381	712_229_Henderson_Lake
90	712	230	0.001500591	712_230_Henderson_Lake
90	713	224	0.003200156	713_224_Henderson_Lake
90	713	225	0.165963276	713_225_Henderson_Lake
90	713	226	0.056314883	713_226_Henderson_Lake
90	713	227	0.009405133	713_227_Henderson_Lake
90	713	228	0.00460486	713_228_Henderson_Lake
91	331	312	0.006074706	331_312_Hillards_Pond
91	332	312	0.172528916	332_312_Hillards_Pond
91	333	312	0.272200856	333_312_Hillards_Pond
91	334	311	0.089817269	334_311_Hillards_Pond
91	334	312	0.337916306	334_312_Hillards_Pond
91	334	313	0.106184646	334_313_Hillards_Pond
91	335	313	0.015277301	335_313_Hillards_Pond
92	694	352	0.689427709	694_352_Hokey_Lake
92	694	353	0.310572291	694_353_Hokey_Lake
93	729	301	0.014478971	729_301_HOLLY_LAKE_NEAR_UMATILLA_FL
93	729	302	0.040067339	729_302_HOLLY_LAKE_NEAR_UMATILLA_FL
93	730	301	0.455456393	730_301_HOLLY_LAKE_NEAR_UMATILLA_FL
93	730	302	0.394797135	730_302_HOLLY_LAKE_NEAR_UMATILLA_FL
93	731	301	0.065324193	731_301_HOLLY_LAKE_NEAR_UMATILLA_FL
93	731	302	0.029875969	731_302_HOLLY_LAKE_NEAR_UMATILLA_FL
94	685	321	0.00235828	685_321_Hopkins_Prairie
94	685	322	0.005206485	685_322_Hopkins_Prairie
94	686	321	0.005368983	686_321_Hopkins_Prairie
94	686	322	0.438464606	686_322_Hopkins_Prairie
94	686	323	0.117307719	686_323_Hopkins_Prairie
94	686	324	0.00190098	686_324_Hopkins_Prairie
94	687	322	0.008794256	687_322_Hopkins_Prairie
94	687	323	0.206657548	687_323_Hopkins_Prairie
94	687	324	0.213941144	687_324_Hopkins_Prairie
95	630	325	0.028483952	630_325_Ida_Lake
95	630	326	0.013919532	630_326_Ida_Lake
95	631	325	0.535816738	631_325_Ida_Lake
95	631	326	0.300341281	631_326_Ida_Lake
95	632	325	0.068042071	632_325_Ida_Lake
95	632	326	0.053396426	632_326_Ida_Lake
96	727	379	0.012749723	727_379_Indian_Lake_at_Tiger_Bay_WMA_at_Daytona_Beach
96	727	380	1.10244E-06	727_380_Indian_Lake_at_Tiger_Bay_WMA_at_Daytona_Beach
96	728	379	0.548366484	728_379_Indian_Lake_at_Tiger_Bay_WMA_at_Daytona_Beach
96	728	380	0.438882691	728_380_Indian_Lake_at_Tiger_Bay_WMA_at_Daytona_Beach
97	645	302	0.116740297	645_302_Island_Lake
97	645	303	0.228320588	645_303_Island_Lake
97	646	302	0.090213785	646_302_Island_Lake
97	646	303	0.112043101	646_303_Island_Lake
97	730	305	0.018235929	730_305_Island_Lake
97	730	306	0.323450538	730_306_Island_Lake
97	731	305	0.000305755	731_305_Island_Lake
97	731	306	0.110690008	731_306_Island_Lake
98	378	57	0.004012014	378_57_J_T_Budd_Pond
98	378	58	0.001209497	378_58_J_T_Budd_Pond
98	378	68	0.002495924	378_68_J_T_Budd_Pond
98	379	53	0.001519302	379_53_J_T_Budd_Pond
98	379	54	0.001348576	379_54_J_T_Budd_Pond
98	379	57	0.002312564	379_57_J_T_Budd_Pond
98	379	58	0.005237599	379_58_J_T_Budd_Pond
98	379	65	0.000896045	379_65_J_T_Budd_Pond
98	379	67	0.00880334	379_67_J_T_Budd_Pond
